address,link,rest_num
1509 Pacific Street Brooklyn NY,https://www.yelp.com/search?find_loc=1509 Pacific Street Brooklyn NY&cflt=restaurants,340
108 Vanderbilt Street Brooklyn NY,https://www.yelp.com/search?find_loc=108 Vanderbilt Street Brooklyn NY&cflt=restaurants,146
10 Hillside Avenue Manhattan NY,https://www.yelp.com/search?find_loc=10 Hillside Avenue Manhattan NY&cflt=restaurants,285
117 South Oxford Street Brooklyn NY,https://www.yelp.com/search?find_loc=117 South Oxford Street Brooklyn NY&cflt=restaurants,1608
3049 Crescent Street Astoria NY,https://www.yelp.com/search?find_loc=3049 Crescent Street Astoria NY&cflt=restaurants,495
1654 3rd Avenue Manhattan NY,https://www.yelp.com/search?find_loc=1654 3rd Avenue Manhattan NY&cflt=restaurants,586
351 Marine Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=351 Marine Avenue Brooklyn NY&cflt=restaurants,165
201 East 35th Street Manhattan NY,https://www.yelp.com/search?find_loc=201 East 35th Street Manhattan NY&cflt=restaurants,2000
99 Macdougal Street Manhattan NY,https://www.yelp.com/search?find_loc=99 Macdougal Street Manhattan NY&cflt=restaurants,1656
15016 73rd Avenue Queens NY,https://www.yelp.com/search?find_loc=15016 73rd Avenue Queens NY&cflt=restaurants,95
5639 61st Street Maspeth NY,https://www.yelp.com/search?find_loc=5639 61st Street Maspeth NY&cflt=restaurants,154
330 West 58th Street Manhattan NY,https://www.yelp.com/search?find_loc=330 West 58th Street Manhattan NY&cflt=restaurants,4196
2810 Jackson Avenue Long Island City NY,https://www.yelp.com/search?find_loc=2810 Jackson Avenue Long Island City NY&cflt=restaurants,292
51 Strong Place Brooklyn NY,https://www.yelp.com/search?find_loc=51 Strong Place Brooklyn NY&cflt=restaurants,387
4212A 214th Place Queens NY,https://www.yelp.com/search?find_loc=4212A 214th Place Queens NY&cflt=restaurants,111
9805 67th Avenue Rego Park NY,https://www.yelp.com/search?find_loc=9805 67th Avenue Rego Park NY&cflt=restaurants,253
2432 Bronxwood Avenue Bronx NY,https://www.yelp.com/search?find_loc=2432 Bronxwood Avenue Bronx NY&cflt=restaurants,163
14320 Hoover Avenue Briarwood NY,https://www.yelp.com/search?find_loc=14320 Hoover Avenue Briarwood NY&cflt=restaurants,122
1459 77th Street Brooklyn NY,https://www.yelp.com/search?find_loc=1459 77th Street Brooklyn NY&cflt=restaurants,145
103 North 10th Street Brooklyn NY,https://www.yelp.com/search?find_loc=103 North 10th Street Brooklyn NY&cflt=restaurants,550
2849 Webb Avenue Bronx NY,https://www.yelp.com/search?find_loc=2849 Webb Avenue Bronx NY&cflt=restaurants,178
2400 Johnson Avenue Bronx NY,https://www.yelp.com/search?find_loc=2400 Johnson Avenue Bronx NY&cflt=restaurants,107
531 Myrtle Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=531 Myrtle Avenue Brooklyn NY&cflt=restaurants,1470
300 Graham Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=300 Graham Avenue Brooklyn NY&cflt=restaurants,385
843 Lexington Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=843 Lexington Avenue Brooklyn NY&cflt=restaurants,285
292 Bedford Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=292 Bedford Avenue Brooklyn NY&cflt=restaurants,523
3135 31st Street Astoria NY,https://www.yelp.com/search?find_loc=3135 31st Street Astoria NY&cflt=restaurants,1244
327 West 85th Street Manhattan NY,https://www.yelp.com/search?find_loc=327 West 85th Street Manhattan NY&cflt=restaurants,367
25 East 67th Street New York NY,https://www.yelp.com/search?find_loc=25 East 67th Street New York NY&cflt=restaurants,1039
178 Green Street Brooklyn NY,https://www.yelp.com/search?find_loc=178 Green Street Brooklyn NY&cflt=restaurants,200
319 East 92nd Street Brooklyn NY,https://www.yelp.com/search?find_loc=319 East 92nd Street Brooklyn NY&cflt=restaurants,224
638 Bushwick Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=638 Bushwick Avenue Brooklyn NY&cflt=restaurants,390
21 Corona Avenue Staten Island NY,https://www.yelp.com/search?find_loc=21 Corona Avenue Staten Island NY&cflt=restaurants,14
64 West 69th Street Manhattan NY,https://www.yelp.com/search?find_loc=64 West 69th Street Manhattan NY&cflt=restaurants,534
453 West 56th Street Manhattan NY,https://www.yelp.com/search?find_loc=453 West 56th Street Manhattan NY&cflt=restaurants,3968
435 West 45th Street Manhattan NY,https://www.yelp.com/search?find_loc=435 West 45th Street Manhattan NY&cflt=restaurants,1783
85 India Street Brooklyn NY,https://www.yelp.com/search?find_loc=85 India Street Brooklyn NY&cflt=restaurants,204
8502 Fort Hamilton Parkway Brooklyn NY,https://www.yelp.com/search?find_loc=8502 Fort Hamilton Parkway Brooklyn NY&cflt=restaurants,266
2815 Coyle Street Brooklyn NY,https://www.yelp.com/search?find_loc=2815 Coyle Street Brooklyn NY&cflt=restaurants,51
345 West 14th Street Manhattan NY,https://www.yelp.com/search?find_loc=345 West 14th Street Manhattan NY&cflt=restaurants,1196
92 Pioneer Street Brooklyn NY,https://www.yelp.com/search?find_loc=92 Pioneer Street Brooklyn NY&cflt=restaurants,105
44 Perry Street Manhattan NY,https://www.yelp.com/search?find_loc=44 Perry Street Manhattan NY&cflt=restaurants,1477
131 Alexander Avenue Bronx NY,https://www.yelp.com/search?find_loc=131 Alexander Avenue Bronx NY&cflt=restaurants,244
646 6th Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=646 6th Avenue Brooklyn NY&cflt=restaurants,281
14 Bushwick Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=14 Bushwick Avenue Brooklyn NY&cflt=restaurants,356
325 86th Street Brooklyn NY,https://www.yelp.com/search?find_loc=325 86th Street Brooklyn NY&cflt=restaurants,699
571 Marcy Avenue Staten Island NY,https://www.yelp.com/search?find_loc=571 Marcy Avenue Staten Island NY&cflt=restaurants,16
3150 33rd Street Astoria NY,https://www.yelp.com/search?find_loc=3150 33rd Street Astoria NY&cflt=restaurants,1267
53 Graham Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=53 Graham Avenue Brooklyn NY&cflt=restaurants,352
150 West 47th Street Manhattan NY,https://www.yelp.com/search?find_loc=150 West 47th Street Manhattan NY&cflt=restaurants,2791
18 Diamond Street Brooklyn NY,https://www.yelp.com/search?find_loc=18 Diamond Street Brooklyn NY&cflt=restaurants,1072
3043 Villa Avenue Bronx NY,https://www.yelp.com/search?find_loc=3043 Villa Avenue Bronx NY&cflt=restaurants,789
53 Park Place Manhattan NY,https://www.yelp.com/search?find_loc=53 Park Place Manhattan NY&cflt=restaurants,1273
121 East 90th Street Manhattan NY,https://www.yelp.com/search?find_loc=121 East 90th Street Manhattan NY&cflt=restaurants,580
330 East 93rd Street Manhattan NY,https://www.yelp.com/search?find_loc=330 East 93rd Street Manhattan NY&cflt=restaurants,560
235 West 48th Street Manhattan NY,https://www.yelp.com/search?find_loc=235 West 48th Street Manhattan NY&cflt=restaurants,2391
550 Riverside Drive Manhattan NY,https://www.yelp.com/search?find_loc=550 Riverside Drive Manhattan NY&cflt=restaurants,1126
195 South Portland Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=195 South Portland Avenue Brooklyn NY&cflt=restaurants,1667
410 West 53rd Street Manhattan NY,https://www.yelp.com/search?find_loc=410 West 53rd Street Manhattan NY&cflt=restaurants,1530
8246 135th Street Jamaica NY,https://www.yelp.com/search?find_loc=8246 135th Street Jamaica NY&cflt=restaurants,160
404 East 79th Street New York NY,https://www.yelp.com/search?find_loc=404 East 79th Street New York NY&cflt=restaurants,673
1626 Madison Street Ridgewood NY,https://www.yelp.com/search?find_loc=1626 Madison Street Ridgewood NY&cflt=restaurants,973
208 Washington Park Brooklyn NY,https://www.yelp.com/search?find_loc=208 Washington Park Brooklyn NY&cflt=restaurants,1548
70 Middagh Street Brooklyn NY,https://www.yelp.com/search?find_loc=70 Middagh Street Brooklyn NY&cflt=restaurants,390
186 White Sands Way Arverne NY,https://www.yelp.com/search?find_loc=186 White Sands Way Arverne NY&cflt=restaurants,47
688 Saint Marks Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=688 Saint Marks Avenue Brooklyn NY&cflt=restaurants,1235
14006 33rd Avenue Flushing NY,https://www.yelp.com/search?find_loc=14006 33rd Avenue Flushing NY&cflt=restaurants,904
45 West 67th Street Manhattan NY,https://www.yelp.com/search?find_loc=45 West 67th Street Manhattan NY&cflt=restaurants,592
175 1st Avenue Manhattan NY,https://www.yelp.com/search?find_loc=175 1st Avenue Manhattan NY&cflt=restaurants,1548
611 Banner Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=611 Banner Avenue Brooklyn NY&cflt=restaurants,178
552 58th Street Brooklyn NY,https://www.yelp.com/search?find_loc=552 58th Street Brooklyn NY&cflt=restaurants,483
305 East 4th Street Manhattan NY,https://www.yelp.com/search?find_loc=305 East 4th Street Manhattan NY&cflt=restaurants,1094
2107 Wallace Avenue Bronx NY,https://www.yelp.com/search?find_loc=2107 Wallace Avenue Bronx NY&cflt=restaurants,157
161 Lafayette Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=161 Lafayette Avenue Brooklyn NY&cflt=restaurants,1568
200 East 82nd Street Manhattan NY,https://www.yelp.com/search?find_loc=200 East 82nd Street Manhattan NY&cflt=restaurants,694
1176 Sheepshead Bay Road Brooklyn NY,https://www.yelp.com/search?find_loc=1176 Sheepshead Bay Road Brooklyn NY&cflt=restaurants,223
174 Vanderbilt Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=174 Vanderbilt Avenue Brooklyn NY&cflt=restaurants,1529
50 Bayard Street Brooklyn NY,https://www.yelp.com/search?find_loc=50 Bayard Street Brooklyn NY&cflt=restaurants,1085
2310 Queens Plaza South Long Island City NY,https://www.yelp.com/search?find_loc=2310 Queens Plaza South Long Island City NY&cflt=restaurants,319
8410 153rd Avenue Howard Beach NY,https://www.yelp.com/search?find_loc=8410 153rd Avenue Howard Beach NY&cflt=restaurants,45
180 Water Street Manhattan NY,https://www.yelp.com/search?find_loc=180 Water Street Manhattan NY&cflt=restaurants,2880
5301 32nd Avenue Woodside NY,https://www.yelp.com/search?find_loc=5301 32nd Avenue Woodside NY&cflt=restaurants,289
261 West 19th Street Manhattan NY,https://www.yelp.com/search?find_loc=261 West 19th Street Manhattan NY&cflt=restaurants,1661
401 East 80th Street New York NY,https://www.yelp.com/search?find_loc=401 East 80th Street New York NY&cflt=restaurants,677
14328 41st Avenue Flushing NY,https://www.yelp.com/search?find_loc=14328 41st Avenue Flushing NY&cflt=restaurants,872
3220 32nd Street Astoria NY,https://www.yelp.com/search?find_loc=3220 32nd Street Astoria NY&cflt=restaurants,1328
425 West 46th Street Manhattan NY,https://www.yelp.com/search?find_loc=425 West 46th Street Manhattan NY&cflt=restaurants,1804
529 West 48th Street Manhattan NY,https://www.yelp.com/search?find_loc=529 West 48th Street Manhattan NY&cflt=restaurants,1265
317 East 73rd Street Manhattan NY,https://www.yelp.com/search?find_loc=317 East 73rd Street Manhattan NY&cflt=restaurants,742
101 West 67th Street Manhattan NY,https://www.yelp.com/search?find_loc=101 West 67th Street Manhattan NY&cflt=restaurants,3106
219 East 69th Street Manhattan NY,https://www.yelp.com/search?find_loc=219 East 69th Street Manhattan NY&cflt=restaurants,903
282 Vineland Avenue Staten Island NY,https://www.yelp.com/search?find_loc=282 Vineland Avenue Staten Island NY&cflt=restaurants,19
1138 Bushwick Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=1138 Bushwick Avenue Brooklyn NY&cflt=restaurants,242
229 1st Avenue Manhattan NY,https://www.yelp.com/search?find_loc=229 1st Avenue Manhattan NY&cflt=restaurants,1470
3411 3rd Avenue Bronx NY,https://www.yelp.com/search?find_loc=3411 3rd Avenue Bronx NY&cflt=restaurants,220
2704 Hoyt Avenue S Astoria NY,https://www.yelp.com/search?find_loc=2704 Hoyt Avenue S Astoria NY&cflt=restaurants,477
1421 Pelham Parkway North Bronx NY,https://www.yelp.com/search?find_loc=1421 Pelham Parkway North Bronx NY&cflt=restaurants,68
17530 Dalny Road Jamaica Est NY,https://www.yelp.com/search?find_loc=17530 Dalny Road Jamaica Est NY&cflt=restaurants,184
4230 214th Place Bayside NY,https://www.yelp.com/search?find_loc=4230 214th Place Bayside NY&cflt=restaurants,158
339 East 88th Street Manhattan NY,https://www.yelp.com/search?find_loc=339 East 88th Street Manhattan NY&cflt=restaurants,608
215 East 96th Street Manhattan NY,https://www.yelp.com/search?find_loc=215 East 96th Street Manhattan NY&cflt=restaurants,535
128 Amity Street Brooklyn NY,https://www.yelp.com/search?find_loc=128 Amity Street Brooklyn NY&cflt=restaurants,412
1017 Jackson Avenue Long Island City NY,https://www.yelp.com/search?find_loc=1017 Jackson Avenue Long Island City NY&cflt=restaurants,216
421 East 12th Street Manhattan NY,https://www.yelp.com/search?find_loc=421 East 12th Street Manhattan NY&cflt=restaurants,1417
7831 147th Street Kew Gardens Hills NY,https://www.yelp.com/search?find_loc=7831 147th Street Kew Gardens Hills NY&cflt=restaurants,88
8319 141st Street Jamaica NY,https://www.yelp.com/search?find_loc=8319 141st Street Jamaica NY&cflt=restaurants,162
1533 72nd Avenue Kew Gardens Hills NY,https://www.yelp.com/search?find_loc=1533 72nd Avenue Kew Gardens Hills NY&cflt=restaurants,391
210 North 12th Street Brooklyn NY,https://www.yelp.com/search?find_loc=210 North 12th Street Brooklyn NY&cflt=restaurants,1072
218 17th Street Brooklyn NY,https://www.yelp.com/search?find_loc=218 17th Street Brooklyn NY&cflt=restaurants,312
1 East 93rd Street Manhattan NY,https://www.yelp.com/search?find_loc=1 East 93rd Street Manhattan NY&cflt=restaurants,470
22 North 6th Street Brooklyn NY,https://www.yelp.com/search?find_loc=22 North 6th Street Brooklyn NY&cflt=restaurants,455
10 Mitchell Place Manhattan NY,https://www.yelp.com/search?find_loc=10 Mitchell Place Manhattan NY&cflt=restaurants,1331
307 East 89th Street Manhattan NY,https://www.yelp.com/search?find_loc=307 East 89th Street Manhattan NY&cflt=restaurants,600
310 East 2nd Street Manhattan NY,https://www.yelp.com/search?find_loc=310 East 2nd Street Manhattan NY&cflt=restaurants,928
412 West 145th Street Manhattan NY,https://www.yelp.com/search?find_loc=412 West 145th Street Manhattan NY&cflt=restaurants,355
42 Peck Slip Manhattan NY,https://www.yelp.com/search?find_loc=42 Peck Slip Manhattan NY&cflt=restaurants,8132
500 Sterling Place Brooklyn NY,https://www.yelp.com/search?find_loc=500 Sterling Place Brooklyn NY&cflt=restaurants,1547
211-1 42nd Avenue Bayside NY,https://www.yelp.com/search?find_loc=211-1 42nd Avenue Bayside NY&cflt=restaurants,167
2147 2nd Avenue Manhattan NY,https://www.yelp.com/search?find_loc=2147 2nd Avenue Manhattan NY&cflt=restaurants,436
421 Rogers Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=421 Rogers Avenue Brooklyn NY&cflt=restaurants,284
182 Ashford Street Brooklyn NY,https://www.yelp.com/search?find_loc=182 Ashford Street Brooklyn NY&cflt=restaurants,138
2560 Pearsall Avenue Bronx NY,https://www.yelp.com/search?find_loc=2560 Pearsall Avenue Bronx NY&cflt=restaurants,82
427 16th Street Brooklyn NY,https://www.yelp.com/search?find_loc=427 16th Street Brooklyn NY&cflt=restaurants,258
328 West 12th Street Manhattan NY,https://www.yelp.com/search?find_loc=328 West 12th Street Manhattan NY&cflt=restaurants,11201
12 Bay 50th Street Brooklyn NY,https://www.yelp.com/search?find_loc=12 Bay 50th Street Brooklyn NY&cflt=restaurants,98
972 Sherman Avenue Bronx NY,https://www.yelp.com/search?find_loc=972 Sherman Avenue Bronx NY&cflt=restaurants,254
250 West 89th Street Manhattan NY,https://www.yelp.com/search?find_loc=250 West 89th Street Manhattan NY&cflt=restaurants,381
307 Atlantic Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=307 Atlantic Avenue Brooklyn NY&cflt=restaurants,570
13227 41st Avenue Flushing NY,https://www.yelp.com/search?find_loc=13227 41st Avenue Flushing NY&cflt=restaurants,513
70 West 82nd Street Manhattan NY,https://www.yelp.com/search?find_loc=70 West 82nd Street Manhattan NY&cflt=restaurants,430
55 Wall Street Manhattan NY,https://www.yelp.com/search?find_loc=55 Wall Street Manhattan NY&cflt=restaurants,2676
9033 83rd Avenue Glendale NY,https://www.yelp.com/search?find_loc=9033 83rd Avenue Glendale NY&cflt=restaurants,105
83 Carroll Street Brooklyn NY,https://www.yelp.com/search?find_loc=83 Carroll Street Brooklyn NY&cflt=restaurants,269
105-24 64th Road Forest Hills NY,https://www.yelp.com/search?find_loc=105-24 64th Road Forest Hills NY&cflt=restaurants,154
260 West 54th Street Manhattan NY,https://www.yelp.com/search?find_loc=260 West 54th Street Manhattan NY&cflt=restaurants,10022
14258 Rockaway Boulevard South Ozone Park NY,https://www.yelp.com/search?find_loc=14258 Rockaway Boulevard South Ozone Park NY&cflt=restaurants,57
121 Madison Avenue Manhattan NY,https://www.yelp.com/search?find_loc=121 Madison Avenue Manhattan NY&cflt=restaurants,11816
69 5th Avenue Manhattan NY,https://www.yelp.com/search?find_loc=69 5th Avenue Manhattan NY&cflt=restaurants,11643
55 Thompson Street Manhattan NY,https://www.yelp.com/search?find_loc=55 Thompson Street Manhattan NY&cflt=restaurants,4731
155 West 21st Street Manhattan NY,https://www.yelp.com/search?find_loc=155 West 21st Street Manhattan NY&cflt=restaurants,5926
